Train_Number,Day,Station_Code,Time,Rounded Off Arrival Time,,Latitude,
12626,DAY 3,NLR,01:53,02:00:00,,14.460592,79.989383
12626,DAY 3,GDR,02:33,03:00:00,,14.148227,79.845121
12626,DAY 3,RU,04:00,04:00:00,,13.636261,79.50628999999999
12626,DAY 3,TPTY,04:35,05:00:00,,13.62763,79.418968
12626,DAY 3,CTO,05:53,06:00:00,,13.219857,79.103252
12626,DAY 3,KPD,06:45,07:00:00,,12.972734,79.13534100000001
12626,DAY 3,JTJ,08:05,08:00:00,,12.560851999999999,78.57781999999999
12626,DAY 3,SA,09:37,10:00:00,,11.671726000000001,78.113415
12626,DAY 3,ED,10:45,11:00:00,,11.327682,77.72593400000001
12626,DAY 3,TUP,11:38,12:00:00,,11.108906,77.341247
12626,DAY 3,CBE,12:30,13:00:00,,10.997639,76.966298
12626,DAY 3,PGT,13:52,14:00:00,,10.802091,76.641926
12626,DAY 3,OTP,14:19,14:00:00,,10.770046,76.377993
12626,DAY 3,TCR,15:21,15:00:00,,10.514790000000001,76.207919
12626,DAY 3,AWY,16:08,16:00:00,,10.108163,76.356508
12626,DAY 3,ERN,16:30,17:00:00,,9.991582000000001,76.2861
12626,DAY 3,VARD,17:14,17:00:00,,9.777648,76.47461100000001
12626,DAY 3,KTYM,17:52,18:00:00,,9.594177,76.532168
12626,DAY 3,CGY,18:13,18:00:00,,9.449881,76.54841400000001
12626,DAY 3,TRVL,18:23,18:00:00,,9.392148,76.580267
12626,DAY 3,CNGR,18:35,19:00:00,,9.319504,76.608271
12626,DAY 3,MVLK,18:49,19:00:00,,9.239487,76.545692
12626,DAY 3,KYJ,19:18,19:00:00,,9.182586,76.512933
12626,DAY 3,QLN,20:00,20:00:00,,8.886586000000001,76.59675299999999
12626,DAY 3,VAK,20:04,20:00:00,,8.740732,76.722872
12626,DAY 3,TVP,20:59,21:00:00,,8.494524,76.931673
12626,DAY 3,TVC,21:50,22:00:00,,8.486679,76.95120999999999
12951,DAY 1,MMCT,17:00,17:00:00,,Not Found,Not Found
12951,DAY 1,BVI,17:20,17:00:00,,19.228739,72.85641199999999
12951,DAY 1,ST,19:43,20:00:00,,21.206568,72.840793
12951,DAY 1,BRC,21:06,21:00:00,,22.310756,73.181065
12951,DAY 2,RTM,00:25,00:00:00,,23.34038,75.050826
12951,DAY 2,NAD,01:08,01:00:00,,23.45592,75.41249099999999
12951,DAY 2,KOTA,03:15,03:00:00,,25.223553,75.8805
12951,DAY 2,NDLS,08:32,09:00:00,,28.642314,77.22000399999999
12952,DAY 1,NDLS,16:55,17:00:00,,28.642314,77.22000399999999
12952,DAY 1,KOTA,21:30,22:00:00,,25.223553,75.8805
12952,DAY 1,NAD,23:57,00:00:00,,23.45592,75.41249099999999
12952,DAY 2,RTM,00:30,01:00:00,,23.34038,75.050826
12952,DAY 2,BRC,03:40,04:00:00,,22.310756,73.181065
12952,DAY 2,ST,05:13,05:00:00,,21.206568,72.840793
12952,DAY 2,BVI,07:38,08:00:00,,19.228739,72.85641199999999
12952,DAY 2,MMCT,08:35,09:00:00,,Not Found,Not Found
22301,DAY 1,HWH,05:55,06:00:00,,22.584077999999998,88.34099900000001
22301,DAY 1,BHP,07:25,07:00:00,,23.657804000000002,87.698136
22301,DAY 1,MLDT,10:22,10:00:00,,25.015659,88.130338
22301,DAY 1,BOE,11:28,11:00:00,,25.651242200000002,87.9229421
22301,DAY 1,KNE,12:15,12:00:00,,26.097746,87.949657
22301,DAY 1,NJP,13:30,14:00:00,,26.683025,88.443391
22302,DAY 1,NJP,14:55,15:00:00,,26.683025,88.443391
22302,DAY 1,KNE,15:46,16:00:00,,26.097746,87.949657
22302,DAY 1,BOE,16:28,16:00:00,,25.651242200000002,87.9229421
22302,DAY 1,MLDT,17:45,18:00:00,,25.015659,88.130338
22302,DAY 1,BHP,20:03,20:00:00,,23.657804000000002,87.698136
22302,DAY 1,HWH,22:30,23:00:00,,22.584077999999998,88.34099900000001
12001,DAY 1,RKMP,15:10,15:00:00,,Not Found,Not Found
12001,DAY 1,BPL,15:22,15:00:00,,23.266884384300003,77.41314286
12001,DAY 1,BINA,17:00,17:00:00,,24.170973500000002,78.1831998
12001,DAY 1,LAR,17:35,18:00:00,,24.688222,78.395791
12001,DAY 1,VGLJ,18:40,19:00:00,,Not Found,Not Found
12001,DAY 1,GWL,19:40,20:00:00,,26.216483,78.18229199999999
12001,DAY 1,MRA,20:10,20:00:00,,26.500504,78.003442
12001,DAY 1,DHO,20:45,21:00:00,,26.697592,77.90604900000001
12001,DAY 1,AGC,21:20,21:00:00,,27.157992,77.990153
12001,DAY 1,MTJ,22:00,22:00:00,,27.480145,77.67311699999999
12001,DAY 1,NDLS,23:50,00:00:00,,28.642314,77.22000399999999
12002,DAY 1,NDLS,06:00,06:00:00,,28.642314,77.22000399999999
12002,DAY 1,MTJ,07:19,07:00:00,,27.480145,77.67311699999999
12002,DAY 1,AGC,07:50,08:00:00,,27.157992,77.990153
12002,DAY 1,DHO,08:39,09:00:00,,26.697592,77.90604900000001
12002,DAY 1,MRA,08:57,09:00:00,,26.500504,78.003442
12002,DAY 1,GWL,09:23,09:00:00,,26.216483,78.18229199999999
12002,DAY 1,VGLJ,10:45,11:00:00,,Not Found,Not Found
12002,DAY 1,LAR,11:42,12:00:00,,24.688222,78.395791
12002,DAY 1,BINA,12:40,13:00:00,,24.170973500000002,78.1831998
12002,DAY 1,BPL,14:12,14:00:00,,23.266884384300003,77.41314286
12002,DAY 1,RKMP,14:40,15:00:00,,Not Found,Not Found
12903,DAY 1,BDTS,18:44,19:00:00,,19.061911,72.840535
12903,DAY 1,BVI,19:15,19:00:00,,19.228739,72.85641199999999
12903,DAY 1,ST,21:57,22:00:00,,21.206568,72.840793
12903,DAY 1,BRC,23:34,00:00:00,,22.310756,73.181065
12903,DAY 2,GDA,00:48,01:00:00,,22.776974,73.603672
12903,DAY 2,DHD,01:38,02:00:00,,22.843607000000002,74.25337400000001
12903,DAY 2,MGN,02:04,02:00:00,,22.907459,74.539834
12903,DAY 2,RTM,03:30,04:00:00,,23.34038,75.050826
12903,DAY 2,NAD,04:23,04:00:00,,23.45592,75.41249099999999
12903,DAY 2,SGZ,05:23,05:00:00,,24.191141000000002,75.642842
12903,DAY 2,BWM,05:48,06:00:00,,24.419472000000003,75.82981
12903,DAY 2,RMA,06:08,06:00:00,,24.644606,75.939411
12903,DAY 2,KOTA,07:05,07:00:00,,25.223553,75.8805
12903,DAY 2,SWM,08:25,08:00:00,,26.018279,76.35622
12903,DAY 2,GGC,09:10,09:00:00,,26.468979,76.72770799999999
12903,DAY 2,SMVJ,09:38,10:00:00,,Not Found,Not Found
12903,DAY 2,HAN,09:53,10:00:00,,26.756164000000002,77.03168600000001
12903,DAY 2,BXN,10:23,10:00:00,,26.916354000000002,77.29713100000001
12903,DAY 2,BTE,10:53,11:00:00,,27.237106999999998,77.488613
12903,DAY 2,MTJ,11:40,12:00:00,,27.480145,77.67311699999999
12903,DAY 2,FDB,13:15,13:00:00,,28.411473,77.30734799999999
12903,DAY 2,NZM,13:50,14:00:00,,28.587329999999998,77.254249
12903,DAY 2,GZB,14:43,15:00:00,,28.649702,77.431099
12903,DAY 2,MTC,15:25,15:00:00,,28.977610000000002,77.675106
12903,DAY 2,MUT,15:35,16:00:00,,29.015997000000002,77.686937
12903,DAY 2,SKF,15:53,16:00:00,,29.192626,77.71804900000001
12903,DAY 2,MOZ,16:18,16:00:00,,29.468689,77.707807
12903,DAY 2,SRE,17:32,18:00:00,,29.960529,77.54173899999999
12903,DAY 2,YJUD,18:06,18:00:00,,30.11742553,77.28757996649999
12903,DAY 2,UMB,19:05,19:00:00,,30.338918,76.826966
12903,DAY 2,LDH,20:43,21:00:00,,30.912367,75.84787299999999
12903,DAY 2,JUC,22:10,22:00:00,,31.331665,75.591499
12903,DAY 2,BEAS,22:45,23:00:00,,31.5193738,75.2908085
12903,DAY 2,ASR,23:45,00:00:00,,31.631511999999997,74.858025
12904,DAY 1,ASR,18:55,19:00:00,,31.631511999999997,74.858025
12904,DAY 1,BEAS,19:23,19:00:00,,31.5193738,75.2908085
12904,DAY 1,JUC,20:00,20:00:00,,31.331665,75.591499
12904,DAY 1,LDH,21:00,21:00:00,,30.912367,75.84787299999999
12904,DAY 1,UMB,22:50,23:00:00,,30.338918,76.826966
12904,DAY 1,YJUD,23:33,00:00:00,,30.11742553,77.28757996649999
12904,DAY 2,SRE,00:15,00:00:00,,29.960529,77.54173899999999
12904,DAY 2,MOZ,01:04,01:00:00,,29.468689,77.707807
12904,DAY 2,SKF,01:27,01:00:00,,29.192626,77.71804900000001
12904,DAY 2,MUT,01:45,02:00:00,,29.015997000000002,77.686937
12904,DAY 2,MTC,01:55,02:00:00,,28.977610000000002,77.675106
12904,DAY 2,GZB,02:50,03:00:00,,28.649702,77.431099
12904,DAY 2,NZM,03:45,04:00:00,,28.587329999999998,77.254249
12904,DAY 2,FDB,04:16,04:00:00,,28.411473,77.30734799999999
12904,DAY 2,MTJ,05:45,06:00:00,,27.480145,77.67311699999999
12904,DAY 2,BTE,06:13,06:00:00,,27.237106999999998,77.488613
12904,DAY 2,BXN,06:40,07:00:00,,26.916354000000002,77.29713100000001
12904,DAY 2,HAN,07:03,07:00:00,,26.756164000000002,77.03168600000001
12904,DAY 2,SMVJ,07:13,07:00:00,,Not Found,Not Found
12904,DAY 2,GGC,07:45,08:00:00,,26.468979,76.72770799999999
12904,DAY 2,SWM,08:30,09:00:00,,26.018279,76.35622
12904,DAY 2,KOTA,10:10,10:00:00,,25.223553,75.8805
12904,DAY 2,RMA,11:18,11:00:00,,24.644606,75.939411
12904,DAY 2,BWM,11:38,12:00:00,,24.419472000000003,75.82981
12904,DAY 2,SGZ,12:03,12:00:00,,24.191141000000002,75.642842
12904,DAY 2,NAD,13:38,14:00:00,,23.45592,75.41249099999999
12904,DAY 2,RTM,14:15,14:00:00,,23.34038,75.050826
12904,DAY 2,MGN,15:26,15:00:00,,22.907459,74.539834
12904,DAY 2,DHD,15:52,16:00:00,,22.843607000000002,74.25337400000001
12904,DAY 2,GDA,17:05,17:00:00,,22.776974,73.603672
12904,DAY 2,BRC,18:01,18:00:00,,22.310756,73.181065
12904,DAY 2,ST,19:41,20:00:00,,21.206568,72.840793
12904,DAY 2,BVI,22:46,23:00:00,,19.228739,72.85641199999999
12904,DAY 2,BDTS,23:55,00:00:00,,19.061911,72.840535
17057,DAY 1,CSMT,21:30,22:00:00,,Not Found,Not Found
17057,DAY 1,DR,21:42,22:00:00,,19.017179,72.842972
17057,DAY 1,TNA,22:13,22:00:00,,19.185757000000002,72.97541700000001
17057,DAY 1,KYN,22:35,23:00:00,,19.234716000000002,73.12974
17057,DAY 1,KSRA,23:45,00:00:00,,19.647159,73.472003
17057,DAY 2,IGP,00:12,00:00:00,,19.694053,73.56237899999999
17057,DAY 2,NK,01:00,01:00:00,,19.947627,73.841897
17057,DAY 2,MMR,02:10,02:00:00,,20.249887,74.438305
17057,DAY 2,RGO,03:14,03:00:00,,19.956132,74.75787
17057,DAY 2,LSR,03:39,04:00:00,,19.926081,75.01148900000001
17057,DAY 2,CPSN,04:15,04:00:00,,Not Found,Not Found
17057,DAY 2,J,05:13,05:00:00,,19.830781,75.893142
17057,DAY 2,PTU,05:49,06:00:00,,19.575715,76.212767
17057,DAY 2,SELU,06:24,06:00:00,,19.448059999999998,76.43326400000001
17057,DAY 2,MVO,06:54,07:00:00,,19.358161,76.534516
17057,DAY 2,PBN,07:33,08:00:00,,19.257460000000002,76.774119
17057,DAY 2,PAU,08:10,08:00:00,,19.180526999999998,77.024985
17057,DAY 2,NED,09:05,09:00:00,,19.160522,77.31047799999999
17057,DAY 2,MUE,09:48,10:00:00,,19.148087,77.509661
17057,DAY 2,UMRI,10:14,10:00:00,,19.0418,77.642682
17057,DAY 2,DAB,10:44,11:00:00,,18.888260310099998,77.8493415
17057,DAY 2,BSX,11:03,11:00:00,,18.86512,77.938506
17057,DAY 2,NZB,11:30,12:00:00,,18.679164999999998,78.103238
17057,DAY 2,KMC,12:23,12:00:00,,18.32586,78.335858
17057,DAY 2,AKE,12:49,13:00:00,,18.110863,78.39630899999999
17057,DAY 2,MZL,12:59,13:00:00,,18.017962999999998,78.41529899999999
17057,DAY 2,BMO,13:59,14:00:00,,17.5335493,78.5154167
17057,DAY 2,SC,14:55,15:00:00,,17.433146999999998,78.50148100000001
17057,DAY 2,BMT,15:14,15:00:00,,17.4388739,78.4586266
17057,DAY 2,LPI,16:20,16:00:00,,17.482874000000002,78.31677400000001
17058,DAY 1,LPI,12:25,12:00:00,,17.482874000000002,78.31677400000001
17058,DAY 1,BMT,12:54,13:00:00,,17.4388739,78.4586266
17058,DAY 1,SC,13:05,13:00:00,,17.433146999999998,78.50148100000001
17058,DAY 1,BMO,13:47,14:00:00,,17.5335493,78.5154167
17058,DAY 1,MZL,14:34,15:00:00,,18.017962999999998,78.41529899999999
17058,DAY 1,AKE,14:44,15:00:00,,18.110863,78.39630899999999
17058,DAY 1,KMC,15:08,15:00:00,,18.32586,78.335858
17058,DAY 1,NZB,15:55,16:00:00,,18.679164999999998,78.103238
17058,DAY 1,BSX,16:28,16:00:00,,18.86512,77.938506
17058,DAY 1,DAB,16:44,17:00:00,,18.888260310099998,77.8493415
17058,DAY 1,UMRI,17:29,17:00:00,,19.0418,77.642682
17058,DAY 1,MUE,18:13,18:00:00,,19.148087,77.509661
17058,DAY 1,NED,18:45,19:00:00,,19.160522,77.31047799999999
17058,DAY 1,PAU,19:35,20:00:00,,19.180526999999998,77.024985
17058,DAY 1,PBN,20:20,20:00:00,,19.257460000000002,76.774119
17058,DAY 1,MVO,20:45,21:00:00,,19.358161,76.534516
17058,DAY 1,SELU,21:04,21:00:00,,19.448059999999998,76.43326400000001
17058,DAY 1,PTU,21:29,21:00:00,,19.575715,76.212767
17058,DAY 1,J,22:13,22:00:00,,19.830781,75.893142
17058,DAY 1,CPSN,23:20,23:00:00,,Not Found,Not Found
17058,DAY 1,LSR,23:58,00:00:00,,19.926081,75.01148900000001
17058,DAY 2,RGO,00:25,00:00:00,,19.956132,74.75787
17058,DAY 2,MMR,01:45,02:00:00,,20.249887,74.438305
17058,DAY 2,NK,02:45,03:00:00,,19.947627,73.841897
17058,DAY 2,IGP,04:08,04:00:00,,19.694053,73.56237899999999
17058,DAY 2,KYN,05:42,06:00:00,,19.234716000000002,73.12974
17058,DAY 2,TNA,06:00,06:00:00,,19.185757000000002,72.97541700000001
17058,DAY 2,DR,06:29,06:00:00,,19.017179,72.842972
17058,DAY 2,CSMT,07:10,07:00:00,,Not Found,Not Found
22651,DAY 1,MAS,21:30,22:00:00,,13.0847613,80.27485630000001
22651,DAY 1,TRL,22:08,22:00:00,,13.115764,79.913105
22651,DAY 1,AJJ,22:33,23:00:00,,13.081512,79.667991
22651,DAY 1,KPD,23:28,23:00:00,,12.972734,79.13534100000001
22651,DAY 1,GYM,23:50,00:00:00,,12.937470999999999,78.916157
22651,DAY 2,JTJ,00:58,01:00:00,,12.560851999999999,78.57781999999999
22651,DAY 2,MAP,01:39,02:00:00,,12.124073000000001,78.393874
22651,DAY 2,SA,02:35,03:00:00,,11.671726000000001,78.113415
22651,DAY 2,RASP,03:09,03:00:00,,Not Found,Not Found
22651,DAY 2,NMKL,03:34,04:00:00,,Not Found,Not Found
22651,DAY 2,MONR,03:54,04:00:00,,Not Found,Not Found
22651,DAY 2,KRR,04:18,04:00:00,,10.965642,78.085087
22651,DAY 2,DG,05:30,06:00:00,,10.35381,77.985472
22651,DAY 2,ODC,06:01,06:00:00,,10.48559876,77.74653176
22651,DAY 2,PLNI,06:25,06:00:00,,10.458722,77.52118300000001
22651,DAY 2,UDT,06:58,07:00:00,,Not Found,Not Found
22651,DAY 2,POY,07:35,08:00:00,,10.653079,77.001342
22651,DAY 2,KLGD,08:06,08:00:00,,10.626984,76.697715
22651,DAY 2,PGTN,08:25,08:00:00,,10.7753892,76.65216699999999
22651,DAY 2,PGT,09:10,09:00:00,,10.802091,76.641926
22652,DAY 1,PGT,15:50,16:00:00,,10.802091,76.641926
22652,DAY 1,PGTN,16:02,16:00:00,,10.7753892,76.65216699999999
22652,DAY 1,KLGD,16:25,16:00:00,,10.626984,76.697715
22652,DAY 1,POY,16:47,17:00:00,,10.653079,77.001342
22652,DAY 1,UDT,17:13,17:00:00,,Not Found,Not Found
22652,DAY 1,PLNI,17:47,18:00:00,,10.458722,77.52118300000001
22652,DAY 1,ODC,18:13,18:00:00,,10.48559876,77.74653176
22652,DAY 1,DG,19:25,19:00:00,,10.35381,77.985472
22652,DAY 1,KRR,20:28,20:00:00,,10.965642,78.085087
22652,DAY 1,MONR,20:46,21:00:00,,Not Found,Not Found
22652,DAY 1,NMKL,21:02,21:00:00,,Not Found,Not Found
22652,DAY 1,RASP,21:24,21:00:00,,Not Found,Not Found
22652,DAY 1,SA,22:00,22:00:00,,11.671726000000001,78.113415
22652,DAY 1,MAP,22:59,23:00:00,,12.124073000000001,78.393874
22652,DAY 2,JTJ,00:08,00:00:00,,12.560851999999999,78.57781999999999
22652,DAY 2,GYM,00:53,01:00:00,,12.937470999999999,78.916157
22652,DAY 2,KPD,01:18,01:00:00,,12.972734,79.13534100000001
22652,DAY 2,AJJ,02:13,02:00:00,,13.081512,79.667991
22652,DAY 2,TRL,02:38,03:00:00,,13.115764,79.913105
22652,DAY 2,PER,03:08,03:00:00,,13.10702,80.24453299999999
22652,DAY 2,MAS,03:45,04:00:00,,13.0847613,80.27485630000001
12163,DAY 1,LTT,18:30,19:00:00,,19.070320000000002,72.89173899999999
12163,DAY 1,TNA,18:42,19:00:00,,19.185757000000002,72.97541700000001
12163,DAY 1,KYN,19:07,19:00:00,,19.234716000000002,73.12974
12163,DAY 1,LNL,20:56,21:00:00,,18.748883,73.407657
12163,DAY 1,PUNE,22:05,22:00:00,,18.529378,73.873086
12163,DAY 2,SUR,01:45,02:00:00,,17.664496,75.893401
12163,DAY 2,KLBG,03:10,03:00:00,,Not Found,Not Found
12163,DAY 2,WADI,04:13,04:00:00,,17.054312,76.99154999999999
12163,DAY 2,YG,04:38,05:00:00,,16.744396,77.13036600000001
12163,DAY 2,SADP,04:59,05:00:00,,16.57000116,77.24979123
12163,DAY 2,RC,05:53,06:00:00,,16.192441000000002,77.339165
12163,DAY 2,MALM,06:18,06:00:00,,15.949035,77.299196
12163,DAY 2,AD,06:53,07:00:00,,15.617035,77.27485
12163,DAY 2,GTL,08:00,08:00:00,,15.17556,77.36661099999999
12163,DAY 2,GY,08:33,09:00:00,,15.149208,77.625823
12163,DAY 2,TU,09:18,09:00:00,,14.907558000000002,77.978985
12163,DAY 2,YA,10:03,10:00:00,,14.642328000000001,78.534003
12163,DAY 2,HX,10:43,11:00:00,,14.451690000000001,78.829184
12163,DAY 2,RJP,11:23,11:00:00,,14.184524999999999,79.15274099999999
12163,DAY 2,KOU,11:53,12:00:00,,13.948578,79.345687
12163,DAY 2,RU,12:55,13:00:00,,13.636261,79.50628999999999
12163,DAY 2,PUT,13:28,13:00:00,,13.439642,79.552666
12163,DAY 2,TRT,13:58,14:00:00,,13.179217000000001,79.611386
12163,DAY 2,AJJ,14:18,14:00:00,,13.081512,79.667991
12163,DAY 2,PER,14:58,15:00:00,,13.10702,80.24453299999999
12163,DAY 2,MAS,16:10,16:00:00,,13.0847613,80.27485630000001
12164,DAY 1,MAS,18:25,18:00:00,,13.0847613,80.27485630000001
12164,DAY 1,AJJ,19:23,19:00:00,,13.081512,79.667991
12164,DAY 1,TRT,19:38,20:00:00,,13.179217000000001,79.611386
12164,DAY 1,PUT,20:08,20:00:00,,13.439642,79.552666
12164,DAY 1,RU,20:45,21:00:00,,13.636261,79.50628999999999
12164,DAY 1,KOU,21:24,21:00:00,,13.948578,79.345687
12164,DAY 1,RJP,21:49,22:00:00,,14.184524999999999,79.15274099999999
12164,DAY 1,HX,22:33,23:00:00,,14.451690000000001,78.829184
12164,DAY 1,YA,22:59,23:00:00,,14.642328000000001,78.534003
12164,DAY 1,TU,23:54,00:00:00,,14.907558000000002,77.978985
12164,DAY 2,GY,00:54,01:00:00,,15.149208,77.625823
12164,DAY 2,GTL,01:25,01:00:00,,15.17556,77.36661099999999
12164,DAY 2,AD,02:19,02:00:00,,15.617035,77.27485
12164,DAY 2,MALM,02:49,03:00:00,,15.949035,77.299196
12164,DAY 2,RC,03:28,03:00:00,,16.192441000000002,77.339165
12164,DAY 2,SADP,04:09,04:00:00,,16.57000116,77.24979123
12164,DAY 2,YG,04:28,04:00:00,,16.744396,77.13036600000001
12164,DAY 2,WADI,05:30,06:00:00,,17.054312,76.99154999999999
12164,DAY 2,KLBG,06:12,06:00:00,,Not Found,Not Found
12164,DAY 2,SUR,07:40,08:00:00,,17.664496,75.893401
12164,DAY 2,PUNE,11:40,12:00:00,,18.529378,73.873086
12164,DAY 2,LNL,12:40,13:00:00,,18.748883,73.407657
12164,DAY 2,KYN,14:17,14:00:00,,19.234716000000002,73.12974
12164,DAY 2,TNA,14:37,15:00:00,,19.185757000000002,72.97541700000001
12164,DAY 2,LTT,15:55,16:00:00,,19.070320000000002,72.89173899999999
12679,DAY 1,MAS,14:30,15:00:00,,13.0847613,80.27485630000001
12679,DAY 1,AJJ,15:23,15:00:00,,13.081512,79.667991
12679,DAY 1,KPD,16:13,16:00:00,,12.972734,79.13534100000001
12679,DAY 1,AB,16:48,17:00:00,,12.782934,78.721266
12679,DAY 1,JTJ,17:28,17:00:00,,12.560851999999999,78.57781999999999
12679,DAY 1,SLY,17:49,18:00:00,,12.311594,78.484032
12679,DAY 1,MAP,18:09,18:00:00,,12.124073000000001,78.393874
12679,DAY 1,BQI,18:29,18:00:00,,11.98469844,78.24628054
12679,DAY 1,SA,19:12,19:00:00,,11.671726000000001,78.113415
12679,DAY 1,ED,20:10,20:00:00,,11.327682,77.72593400000001
12679,DAY 1,TUP,20:58,21:00:00,,11.108906,77.341247
12679,DAY 1,CBF,21:39,22:00:00,,11.019937,76.954304
12679,DAY 1,CBE,22:20,22:00:00,,10.997639,76.966298
12680,DAY 1,CBE,06:20,06:00:00,,10.997639,76.966298
12680,DAY 1,TUP,07:03,07:00:00,,11.108906,77.341247
12680,DAY 1,ED,07:45,08:00:00,,11.327682,77.72593400000001
12680,DAY 1,SA,08:42,09:00:00,,11.671726000000001,78.113415
12680,DAY 1,BQI,09:19,09:00:00,,11.98469844,78.24628054
12680,DAY 1,MAP,09:38,10:00:00,,12.124073000000001,78.393874
12680,DAY 1,SLY,09:59,10:00:00,,12.311594,78.484032
12680,DAY 1,JTJ,10:33,11:00:00,,12.560851999999999,78.57781999999999
12680,DAY 1,AB,10:53,11:00:00,,12.782934,78.721266
12680,DAY 1,KPD,11:38,12:00:00,,12.972734,79.13534100000001
12680,DAY 1,AJJ,12:28,12:00:00,,13.081512,79.667991
12680,DAY 1,PER,13:13,13:00:00,,13.10702,80.24453299999999
12680,DAY 1,MAS,13:45,14:00:00,,13.0847613,80.27485630000001
12925,DAY 1,BDTS,11:30,12:00:00,,19.061911,72.840535
12925,DAY 1,BVI,11:53,12:00:00,,19.228739,72.85641199999999
12925,DAY 1,DRD,13:08,13:00:00,,19.991217,72.74336799999999
12925,DAY 1,VAPI,13:38,14:00:00,,20.374337999999998,72.90912700000001
12925,DAY 1,BL,14:02,14:00:00,,20.6085595,72.9335291
12925,DAY 1,NVS,14:43,15:00:00,,20.946851,72.914294
12925,DAY 1,ST,15:47,16:00:00,,21.206568,72.840793
12925,DAY 1,BH,16:38,17:00:00,,21.706907,72.997689
12925,DAY 1,BRC,17:40,18:00:00,,22.310756,73.181065
12925,DAY 1,GDA,19:03,19:00:00,,22.776974,73.603672
12925,DAY 1,DHD,19:55,20:00:00,,22.843607000000002,74.25337400000001
12925,DAY 1,MGN,20:22,20:00:00,,22.907459,74.539834
12925,DAY 1,RTM,21:40,22:00:00,,23.34038,75.050826
12925,DAY 1,KUH,22:14,22:00:00,,23.442673,75.286337
12925,DAY 1,NAD,22:55,23:00:00,,23.45592,75.41249099999999
12925,DAY 1,SGZ,23:53,00:00:00,,24.191141000000002,75.642842
12925,DAY 2,RMA,00:33,01:00:00,,24.644606,75.939411
12925,DAY 2,KOTA,01:40,02:00:00,,25.223553,75.8805
12925,DAY 2,SWM,03:03,03:00:00,,26.018279,76.35622
12925,DAY 2,GGC,04:10,04:00:00,,26.468979,76.72770799999999
12925,DAY 2,HAN,04:48,05:00:00,,26.756164000000002,77.03168600000001
12925,DAY 2,BXN,05:18,05:00:00,,26.916354000000002,77.29713100000001
12925,DAY 2,BTE,06:08,06:00:00,,27.237106999999998,77.488613
12925,DAY 2,MTJ,07:30,08:00:00,,27.480145,77.67311699999999
12925,DAY 2,FDB,09:22,09:00:00,,28.411473,77.30734799999999
12925,DAY 2,NZM,09:54,10:00:00,,28.587329999999998,77.254249
12925,DAY 2,NDLS,10:40,11:00:00,,28.642314,77.22000399999999
12925,DAY 2,SZM,11:19,11:00:00,,28.668683,77.199696
12925,DAY 2,SNP,11:48,12:00:00,,28.989423000000002,77.017343
12925,DAY 2,PNP,12:20,12:00:00,,29.388948,76.96379300000001
12925,DAY 2,KUN,12:44,13:00:00,,29.694566000000002,76.969821
12925,DAY 2,KKDE,13:09,13:00:00,,29.969440000000002,76.852795
12925,DAY 2,UMB,14:30,15:00:00,,30.338918,76.826966
12925,DAY 2,CDG,15:23,15:00:00,,30.7019773,76.82208
12925,DAY 2,SASN,15:42,16:00:00,,30.666125,76.739952
12925,DAY 2,LDH,17:39,18:00:00,,30.912367,75.84787299999999
12925,DAY 2,PGW,18:16,18:00:00,,31.217555749800002,75.76550198
12925,DAY 2,JRC,18:35,19:00:00,,31.306235,75.63210600000001
12925,DAY 2,JUC,18:47,19:00:00,,31.331665,75.591499
12925,DAY 2,BEAS,19:23,19:00:00,,31.5193738,75.2908085
12925,DAY 2,ASR,20:10,20:00:00,,31.631511999999997,74.858025
12926,DAY 1,ASR,07:20,07:00:00,,31.631511999999997,74.858025
12926,DAY 1,BEAS,07:48,08:00:00,,31.5193738,75.2908085
12926,DAY 1,JUC,08:27,08:00:00,,31.331665,75.591499
12926,DAY 1,JRC,08:40,09:00:00,,31.306235,75.63210600000001
12926,DAY 1,PGW,08:54,09:00:00,,31.217555749800002,75.76550198
12926,DAY 1,LDH,09:30,10:00:00,,30.912367,75.84787299999999
12926,DAY 1,SASN,11:41,12:00:00,,30.666125,76.739952
12926,DAY 1,CDG,12:10,12:00:00,,30.7019773,76.82208
12926,DAY 1,UMB,13:00,13:00:00,,30.338918,76.826966
12926,DAY 1,KKDE,13:39,14:00:00,,29.969440000000002,76.852795
12926,DAY 1,KUN,14:04,14:00:00,,29.694566000000002,76.969821
12926,DAY 1,PNP,14:28,14:00:00,,29.388948,76.96379300000001
12926,DAY 1,SNP,14:58,15:00:00,,28.989423000000002,77.017343
12926,DAY 1,SZM,15:29,15:00:00,,28.668683,77.199696
12926,DAY 1,NDLS,16:20,16:00:00,,28.642314,77.22000399999999
12926,DAY 1,FDB,17:02,17:00:00,,28.411473,77.30734799999999
12926,DAY 1,MTJ,19:10,19:00:00,,27.480145,77.67311699999999
12926,DAY 1,BTE,19:38,20:00:00,,27.237106999999998,77.488613
12926,DAY 1,BXN,20:13,20:00:00,,26.916354000000002,77.29713100000001
12926,DAY 1,HAN,20:38,21:00:00,,26.756164000000002,77.03168600000001
12926,DAY 1,GGC,21:10,21:00:00,,26.468979,76.72770799999999
12926,DAY 1,SWM,21:58,22:00:00,,26.018279,76.35622
12926,DAY 1,KOTA,23:30,00:00:00,,25.223553,75.8805
12926,DAY 2,RMA,00:33,01:00:00,,24.644606,75.939411
